district_size,total,perc_frl,perc_black,perc_hisp,perc_white,perc_non_white,perc_migrant,perc_esol,harsh
54852,790,74.23,88,8,2,98,0,2.8,271
54852,129,74.75,95,4,1,99,0,0.8,32
54852,667,51.6,13,10,71,29,0,2.8,5
54852,257,90.61,93,6,0,100,0,2.3,96
54852,396,9.34,14,4,71,29,0,1.3,11
54852,833,52.58,84,3,9,91,0,0,79
54852,397,81.48,95,4,0,100,0,1.5,19
54852,361,84.15,97,1,0,100,0,0.6,135
54852,436,94.49,96,3,0,100,0,1.6,93
54852,426,94.5,86,13,0,100,0,11.5,8
54852,453,86.1,95,5,0,100,0,4,49
54852,760,28.42,30,19,41,59,0,16.6,1
54852,323,90.61,93,7,0,100,0,5.3,3
54852,799,46.56,76,5,13,87,0,0.5,57
54852,851,88.56,98,2,0,100,0,1.5,258
54852,350,78.07,94,5,0,100,0,1.7,114
54852,326,85.66,97,3,0,100,0,0.6,99
54852,823,87.29,91,8,1,99,0,2.6,371
54852,1455,88.84,99,1,0,100,0,0.6,215
54852,628,92.86,96,3,0,100,0,1,137
54852,539,92.91,94,4,0,100,0,3.3,29
54852,624,89.38,99,1,0,100,0,1,9
54852,497,58.58,83,3,9,91,0,0.4,17
54852,662,90.61,95,4,0,100,0,1.4,184
54852,114,78.07,99,1,0,100,0,0,4
54852,504,62.1,23,52,19,81,0,46.6,4
54852,1065,45,30,8,54,46,0,2.7,167
54852,979,17.88,21,22,45,55,0,15.5,9
54852,1810,6.93,11,9,66,34,0,7.4,4
54852,1008,8.13,16,8,67,33,0,5.1,0
54852,405,81.13,91,4,3,97,0,2.2,15
54852,357,92.86,96,3,1,99,0,0,32
54852,3278,6.54,15,7,66,34,0,5.1,2
54852,662,22.09,12,7,71,29,0,0.8,5
54852,278,94.42,83,13,0,100,0,14,10
54852,207,63.33,95,4,1,99,0,0,127
54852,270,92.89,97,1,0,100,0,0.7,13
54852,411,92.95,97,2,0,100,0,2.7,14
54852,414,42.86,89,11,0,100,0,9.7,146
54852,457,92.84,89,9,0,100,0,6.1,7
54852,1614,23.73,28,26,38,62,0,6.4,190
54852,512,81.48,97,2,0,100,0,2.1,22
54852,680,92.84,94,5,1,99,0,4.4,8
54852,777,81.19,93,5,0,100,0,5,5
54852,968,92.66,96,3,0,100,0,1.5,741
54852,473,94.39,97,2,0,100,0,0.4,26
54852,529,92.95,97,2,0,100,0,2.3,56
54852,1389,28.65,43,8,43,57,0,1.4,146
54852,276,94.51,64,33,1,99,0,27.2,28
54852,265,90.38,96,1,2,98,0,0,48
54852,417,82.68,98,1,0,100,0,0,34
54852,380,90.38,95,3,1,99,0,1.1,43
54852,280,90.61,89,10,0,100,0,6.8,13
54852,261,92.84,98,0,1,99,0,0,15
54852,424,56.29,75,1,19,81,0,0.7,29
2224,337,23.74,6,2,87,13,0,0.6,0
2224,726,15.7,5,2,87,13,0,0,21
2224,537,19.37,5,1,90,10,0,0.2,4
2224,624,20.83,6,2,88,12,0,0,2
4945,1558,38.58,11,31,50,50,0,14.4,20
4945,1180,38.47,10,29,52,48,0,5.3,40
4945,1481,32.14,13,26,53,47,0,3,229
4945,726,33.33,9,28,54,46,0,23,4
3892,1004,59.86,5,39,50,50,0,7.5,74
3892,1714,62.19,6,37,51,49,0,21.5,14
3892,1174,49.15,6,36,52,48,0,5.7,68
5105,1147,41.91,34,21,36,64,0,3.8,77
5105,1521,68.51,36,22,34,66,0,9.8,19
5105,1630,44.85,29,17,47,53,0,3.6,77
5105,807,57.87,32,19,41,59,0,3.3,86
4381,909,56.22,21,20,52,48,0,17.1,2
4381,920,55.11,24,20,48,52,0,11.4,15
4381,1114,56.82,22,22,49,51,0,5.8,81
4381,1438,41.38,23,17,54,46,0,4,90
1314,337,21.96,0,4,94,6,0,0,6
1314,448,17.19,0,1,96,4,0,0,28
1314,529,22.68,0,2,95,5,0,0.6,2
1634,391,58.82,11,15,64,36,2,11.5,10
1634,496,56.45,11,13,70,30,0,2,61
1634,487,48.05,11,12,71,29,1,3.5,27
1634,260,56.92,10,12,72,28,0,6.9,6
10414,563,80.42,5,83,10,90,0,37.3,0
10414,1574,87.76,2,89,6,94,0,37.5,0
10414,348,78.74,6,78,12,88,1,35.9,17
10414,540,53.33,6,37,48,52,0,22,1
10414,1772,77.2,5,72,18,82,0,10.9,35
10414,639,90.61,7,73,15,85,0,35.7,0
10414,2491,52.08,2,49,40,60,0,18.3,0
10414,420,92.66,7,86,6,94,0,46.7,0
10414,2067,64.49,5,68,23,77,0,4.7,24
2204,626,87.56,93,2,2,98,0,0,150
2204,458,74.5,89,2,5,95,0,1.3,68
2204,589,92.33,91,1,4,96,0,0.7,263
2204,476,85.95,95,2,1,99,0,1.3,48
2204,55,90.31,91,2,5,95,0,0,8
7756,637,75.82,24,68,5,95,2,41.1,11
7756,1805,78.61,17,64,12,88,1,18,371
7756,846,60.52,14,59,20,80,2,43.6,25
7756,643,61.28,8,84,3,97,2,65.3,9
7756,529,84.12,10,63,15,85,2,40.3,23
7756,738,62.2,24,31,36,64,2,15.9,57
7756,410,75.85,33,63,1,99,3,44.1,21
7756,2148,69.04,18,60,16,84,1,16.6,184
3713,884,25,8,6,80,20,0,0.8,32
3713,897,26.98,8,7,79,21,0,2.6,15
3713,1134,20.37,9,8,78,22,0,0.3,97
3713,798,26.44,7,7,79,21,0,2.6,1
9093,2448,47.1,40,36,19,81,0,6.8,257
9093,661,63.54,29,55,11,89,0,36.9,19
9093,336,25.89,21,19,46,54,0,2.1,0
9093,480,40.83,38,19,37,63,0,10,50
9093,580,72.41,57,38,3,97,0,21.9,16
9093,1332,60.29,39,38,17,83,0,6.4,287
9093,16,92.89,38,31,25,75,0,0,0
9093,694,73.2,44,46,6,94,0,35.2,44
9093,669,60.39,36,39,18,82,0,7.5,57
9093,524,80.73,23,69,4,96,0,55.3,61
9093,369,61.79,36,45,15,85,0,34.4,14
9093,984,14.37,15,8,69,31,0,1.4,14
11173,11173,44.79,38,8,45,55,0,0.9,0
258,258,94.4,94,5,1,99,0,0,8
825,825,22.42,18,15,64,36,1,6.9,46
4370,4370,40.48,34,8,50,50,0,0,0
733,733,53.61,29,19,37,63,0,6.1,39
513,513,41.91,35,5,56,44,0,0,8
718,718,45,18,6,70,30,0,0,62
873,873,71.71,30,10,56,44,0,0.9,11
279,279,48.39,92,7,1,99,1,5.7,46
276,276,52.54,97,2,1,99,0,2.2,7
183,183,63.93,96,3,1,99,0,0,0
520,520,52.34,15,9,69,31,0,0,11
497,497,68.21,71,20,2,98,0,11.9,84
140,140,57.17,23,6,11,89,0,45,1
72,72,73.61,99,1,0,100,0,0,1
1343,376,91.67,51,6,41,59,1,0.8,29
1343,353,77,56,5,37,63,0,0.6,134
1343,614,76.44,64,6,27,73,0,2.8,25
6305,569,94.51,25,59,11,89,0,35.7,106
6305,606,63.54,20,61,12,88,0,33.7,100
6305,1932,54.4,32,33,29,71,0,6.4,480
6305,566,65.5,27,11,51,49,0,5.5,29
6305,990,74.06,36,35,23,77,0,5.6,274
6305,389,94.39,67,16,13,87,0,11.3,158
6305,819,57.77,24,33,32,68,0,10.7,43
6305,434,84.15,68,15,11,89,0,9.2,156
1722,337,51.04,26,5,64,36,0,0.9,6
1722,459,43.14,20,3,73,27,0,0,60
1722,381,52.23,24,4,66,34,0,1.6,5
1722,545,32.48,19,3,73,27,0,0,47
3904,601,94.38,55,2,41,59,0,0,338
3904,680,92.88,90,3,4,96,0,0.3,9
3904,1134,90.61,98,0,1,99,1,0,24
3904,764,76.44,63,2,34,66,0,0.1,219
3904,725,22.34,23,3,70,30,0,0.4,2
1311,609,60.43,1,21,73,27,0,7.2,3
1311,302,51.99,1,20,76,24,0,0.7,2
1311,400,45,1,16,81,19,0,2.5,6
8171,1052,85.99,60,8,24,76,0,3.6,23
8171,1138,89.98,61,8,25,75,0,3,221
8171,567,61.79,84,11,2,98,1,6.9,81
8171,553,94.4,90,7,2,98,0,4.5,61
8171,870,80.73,92,3,4,96,0,0,760
8171,2191,81.19,72,4,19,81,0,1,606
8171,845,93.2,73,10,13,87,0,2.7,33
8171,955,94.42,89,4,4,96,0,0,246
2407,568,92.61,49,6,41,59,0,0.2,66
2407,718,52.23,45,6,46,54,0,0.1,88
2407,359,92.48,47,7,41,59,0,3.1,4
2407,762,92.52,54,8,33,67,0,1.8,188
166,166,56.68,53,30,14,86,1,0,33
96,96,90.18,52,4,38,62,0,0,6
69,69,54.12,33,19,41,59,0,0,11
249,27,86.62,89,0,11,89,0,0,0
249,65,64.73,66,3,31,69,0,0,0
249,50,84.3,64,8,24,76,0,0,0
249,28,89.38,79,4,14,86,0,0,0
249,45,65,67,4,22,78,0,0,0
249,17,92.97,94,0,6,94,0,0,0
249,17,85.99,88,6,6,94,0,0,0
